claim_id,customer_age,gender,occupation,policy_state,policy_type,policy_tenure_months,annual_premium,deductible,num_prior_claims,vehicle_make,vehicle_age,incident_type,incident_severity,incident_hour,incident_weekday,authorities_contacted,witnesses,police_report_filed,days_policy_to_incident,claim_amount,is_fraud
CLM114995,46,F,Salaried,KA,Third Party,27,9781.04,5000,1,Toyota,11,Collision,Minor Damage,1,2,None,0.0,0,69,6121.03,0
CLM114996,48,M,,DL,Third Party,22,24471.38,10000,0,Kia,11,Natural Calamity,Major Damage,14,2,Other,0.0,1,170,34626.52,0
CLM114997,55,M,Self-Employed,WB,Comprehensive,25,24273.52,5000,0,Honda,7,Collision,Trivial Damage,7,2,Other,0.0,1,348,9753.5,0
CLM114998,44,F,Self-Employed,WB,Third Party,7,17677.83,2500,0,Honda,6,Collision,Minor Damage,14,5,Fire,0.0,0,207,21997.49,0
CLM114999,19,M,Salaried,GJ,Comprehensive,13,8247.99,5000,2,Tata,15,Theft,Minor Damage,21,2,None,1.0,1,186,11488.37,0
CLM115000,22,M,Student,WB,Comprehensive,20,18868.93,5000,0,Kia,2,Theft,Minor Damage,12,1,Police,0.0,0,152,72161.76,1
CLM115001,46,M,Professional,MH,Comprehensive,8,16914.12,1000,3,Toyota,12,Collision,Minor Damage,11,3,Fire,1.0,0,181,11107.66,0
CLM115002,50,F,Student,TN,Comprehensive,4,13013.61,10000,1,Toyota,15,Natural Calamity,Major Damage,20,3,None,2.0,1,87,16817.63,0
CLM115003,59,F,Self-Employed,GJ,Comprehensive,27,35546.46,2500,0,Tata,11,Collision,Major Damage,1,4,Police,1.0,0,297,37340.85,0
CLM115004,50,F,Retired,KA,Comprehensive,9,24999.07,1000,0,Toyota,2,Collision,Trivial Damage,3,1,Police,1.0,1,248,7999.91,0
CLM115005,28,M,Retired,KA,Comprehensive,13,8391.72,10000,0,Toyota,15,Collision,Trivial Damage,5,6,None,0.0,0,248,4047.55,0
CLM115006,38,M,Retired,WB,Own Damage,30,14689.63,2500,0,Kia,3,Theft,Major Damage,14,4,Ambulance,1.0,1,814,99265.04,0
CLM115007,43,F,Self-Employed,KA,Comprehensive,41,12984.24,5000,0,Kia,1,Collision,Minor Damage,17,5,None,1.0,1,116,19726.38,0
CLM115008,74,M,Professional,WB,Own Damage,16,17042.82,2500,0,Toyota,1,Collision,Trivial Damage,4,0,Fire,1.0,1,38,11300.15,0
CLM115009,48,F,Student,WB,Comprehensive,48,8632.01,2500,0,Kia,6,Theft,Trivial Damage,4,5,Police,4.0,0,1052,4613.03,0
CLM115010,54,F,Retired,KA,Comprehensive,57,14887.45,10000,0,Kia,7,Collision,Minor Damage,19,0,Police,2.0,1,1395,11971.4,0
CLM115011,59,F,Professional,DL,Comprehensive,21,12894.78,2500,0,Tata,10,Fire,Trivial Damage,17,0,Fire,3.0,0,205,5232.81,0
CLM115012,38,M,Salaried,KA,Own Damage,21,21892.8,5000,2,Maruti,0,Natural Calamity,Trivial Damage,13,5,Police,1.0,0,232,10295.33,1
CLM115013,72,F,Student,TN,Own Damage,13,20314.43,10000,1,Mahindra,2,Collision,Major Damage,15,1,Ambulance,1.0,1,327,127946.11,0
CLM115014,56,M,Student,WB,Own Damage,25,24009.96,2500,0,Maruti,1,Collision,Trivial Damage,17,0,Police,0.0,1,539,11445.51,0
CLM115015,66,M,Student,MH,Comprehensive,41,14986.07,10000,0,Mahindra,6,Theft,Trivial Damage,13,1,None,1.0,1,600,9460.79,0
CLM115016,60,M,Salaried,DL,Own Damage,54,24860.47,5000,1,Tata,14,Collision,Minor Damage,16,1,Police,2.0,0,1062,12995.83,0
CLM115017,53,M,Retired,MH,Own Damage,10,14640.95,1000,1,Honda,5,Theft,Trivial Damage,15,6,Police,1.0,1,115,8036.03,0
CLM115018,19,F,Salaried,MH,Own Damage,22,11093.46,2500,3,Hyundai,13,Fire,Major Damage,1,5,Other,0.0,1,141,26761.79,0
CLM115019,51,F,Retired,DL,Third Party,36,9575.22,2500,0,Kia,5,Vandalism,Trivial Damage,22,4,Police,1.0,1,960,6079.52,0
CLM115020,25,F,Professional,WB,Comprehensive,4,11083.67,2500,1,Tata,2,Vandalism,Minor Damage,8,2,Police,0.0,0,7,22250.78,0
CLM115021,52,M,Student,DL,Own Damage,0,19374.37,2500,0,Tata,3,Collision,Major Damage,9,4,None,3.0,1,0,97268.35,0
CLM115022,57,M,Salaried,MH,Comprehensive,22,12658.4,5000,0,Kia,5,Vandalism,Trivial Damage,6,0,Police,0.0,1,589,8287.19,0
CLM115023,49,F,Salaried,DL,Own Damage,10,13163.45,2500,1,Toyota,13,Natural Calamity,Minor Damage,16,1,None,0.0,1,292,7431.74,0
CLM115024,35,F,Retired,DL,Third Party,9,10610.33,10000,0,Kia,15,Collision,Minor Damage,6,1,Police,0.0,1,58,7102.29,0
CLM115025,21,F,Self-Employed,GJ,Comprehensive,10,8898.63,2500,0,Tata,4,Collision,Major Damage,4,2,Ambulance,1.0,1,229,71888.67,0
CLM115026,56,M,Retired,WB,Third Party,11,24949.36,2500,1,Maruti,4,Fire,Trivial Damage,22,0,Other,0.0,1,85,8472.12,0
CLM115027,57,M,Self-Employed,MH,Own Damage,30,24261.34,5000,0,Hyundai,8,Collision,Major Damage,12,5,Other,1.0,1,860,59802.26,0
CLM115028,45,M,Retired,KA,Comprehensive,2,8628.98,1000,0,Hyundai,13,Theft,Major Damage,8,3,Ambulance,2.0,1,11,12934.15,0
CLM115029,58,M,Professional,MH,Comprehensive,28,26503.48,2500,0,Tata,6,Theft,Trivial Damage,6,4,None,0.0,1,839,10392.76,0
CLM115030,62,M,Salaried,KA,Third Party,17,19339.99,5000,0,Mahindra,10,Collision,Minor Damage,1,2,Police,2.0,1,96,10524.86,0
CLM115031,47,M,Salaried,MH,Comprehensive,6,15177.38,5000,0,Maruti,9,Collision,Major Damage,1,6,Ambulance,2.0,0,141,28150.45,0
CLM115032,20,M,Salaried,GJ,Own Damage,34,18655.89,1000,1,Kia,5,Collision,Trivial Damage,8,0,Fire,1.0,1,60,6176.19,0
CLM115033,67,M,Professional,DL,Own Damage,29,22788.71,5000,1,Mahindra,15,Theft,Minor Damage,18,3,Police,0.0,1,694,22080.56,0
CLM115034,44,M,Professional,TN,Comprehensive,11,18801.52,2500,0,Honda,3,Vandalism,Major Damage,9,0,Ambulance,1.0,0,260,115493.91,0
CLM115035,56,F,Retired,DL,Third Party,32,11974.93,1000,3,Honda,12,Natural Calamity,Minor Damage,10,0,Police,0.0,0,59,10254.29,0
CLM115036,69,M,Salaried,DL,Comprehensive,51,9021.94,1000,0,Mahindra,7,Fire,Trivial Damage,2,6,Police,2.0,1,416,8233.6,0
CLM115037,38,M,Professional,GJ,Third Party,2,16770.97,2500,0,Maruti,6,Collision,Minor Damage,17,3,,2.0,0,50,15101.75,0
CLM115038,53,M,Professional,GJ,Comprehensive,9,20100.07,2500,1,Kia,9,Vandalism,Minor Damage,6,6,Fire,1.0,1,250,8737.12,0
CLM115039,19,M,Retired,GJ,Comprehensive,38,13153.87,1000,1,Hyundai,8,Theft,Trivial Damage,4,0,Police,0.0,0,165,14484.31,1
CLM115040,68,M,Self-Employed,TN,Third Party,19,14642.15,1000,0,Hyundai,0,Theft,Trivial Damage,13,4,Fire,0.0,0,277,8989.09,0
CLM115041,21,M,Professional,MH,Comprehensive,15,15211.47,2500,0,Maruti,5,Natural Calamity,Major Damage,2,6,None,1.0,0,296,92816.13,0
CLM115042,48,M,Student,WB,Comprehensive,37,11573.52,10000,1,Hyundai,10,Collision,Major Damage,0,5,Police,0.0,1,1027,21244.4,0
CLM115043,38,M,,WB,Third Party,13,14253.62,10000,1,Mahindra,15,Collision,Minor Damage,2,3,None,1.0,1,34,6676.84,0
CLM115044,20,M,Student,WB,Own Damage,37,20650.06,2500,0,Tata,14,Collision,Major Damage,3,3,Police,3.0,0,568,43140.74,0
CLM115045,44,F,Professional,WB,Comprehensive,7,17734.4,10000,1,Toyota,7,Theft,Total Loss,21,1,Ambulance,1.0,0,25,98326.41,0
CLM115046,71,M,Retired,WB,Third Party,22,11230.02,1000,0,Mahindra,5,Collision,Minor Damage,9,4,None,1.0,1,78,57119.64,1
CLM115047,27,M,Retired,TN,Own Damage,42,22083.51,5000,1,Maruti,9,Collision,Trivial Damage,2,1,Fire,3.0,0,874,5375.64,0
CLM115048,34,M,Student,KA,Comprehensive,5,26678.44,2500,2,Mahindra,5,Collision,Major Damage,12,2,Police,0.0,1,118,53450.53,0
CLM115049,28,M,Salaried,DL,Comprehensive,11,9823.04,1000,0,Kia,1,Collision,Minor Damage,4,1,Police,1.0,1,208,34929.09,0
CLM115050,25,F,Professional,GJ,Comprehensive,15,11730.57,1000,0,Kia,12,Vandalism,Minor Damage,0,0,None,0.0,1,115,10848.81,0
CLM115051,31,M,Salaried,DL,Third Party,70,10728.03,1000,0,Honda,5,Collision,Minor Damage,4,3,Ambulance,1.0,1,290,15726.94,0
CLM115052,50,M,Self-Employed,TN,Third Party,27,14770.25,1000,0,Honda,4,Theft,Total Loss,4,4,Police,1.0,1,302,279161.39,0
CLM115053,62,M,Retired,TN,Comprehensive,6,20171.66,2500,1,Honda,13,Vandalism,Major Damage,18,3,,2.0,0,112,33378.79,0
CLM115054,57,M,Self-Employed,DL,Third Party,77,13251.37,5000,0,Mahindra,8,Collision,Major Damage,23,0,Police,3.0,1,1617,39273.84,0
CLM115055,61,F,Salaried,MH,Third Party,65,21174.43,2500,1,Honda,10,Natural Calamity,Total Loss,20,4,Police,0.0,0,578,43281.33,0
CLM115056,58,F,Professional,WB,Comprehensive,26,15972.4,2500,3,Tata,12,Collision,Trivial Damage,15,3,Fire,4.0,0,202,3968.83,0
CLM115057,39,M,Student,MH,Comprehensive,92,14346.34,1000,2,Hyundai,1,Fire,Trivial Damage,8,0,Other,1.0,1,468,7541.78,1
CLM115058,69,F,Self-Employed,DL,Third Party,13,13435.19,2500,3,Honda,2,Natural Calamity,Trivial Damage,1,2,,0.0,1,181,15639.47,1
CLM115059,27,F,Self-Employed,DL,Third Party,17,20039.56,10000,0,Maruti,11,Collision,Trivial Damage,9,2,Fire,0.0,1,236,6367.1,0
CLM115060,57,M,Salaried,MH,Third Party,9,11337.71,10000,0,Hyundai,5,Collision,Major Damage,12,1,Other,1.0,1,257,64951.68,0
CLM115061,24,M,Retired,GJ,Own Damage,37,12056.38,2500,1,Mahindra,12,Collision,Total Loss,15,2,None,0.0,1,247,71812.15,0
CLM115062,61,F,Retired,DL,Third Party,83,16279.96,2500,0,Kia,8,Collision,Minor Damage,12,6,,0.0,1,247,18441.93,0
CLM115063,22,M,Self-Employed,WB,Third Party,46,14715.16,2500,0,Honda,7,Vandalism,Minor Damage,23,6,None,1.0,1,1041,27111.65,0
CLM115064,30,F,Student,GJ,Third Party,10,10847.44,2500,1,Toyota,5,Vandalism,Minor Damage,22,6,Police,1.0,0,279,21538.08,0
CLM115065,40,M,Self-Employed,KA,Third Party,13,14093.74,2500,1,Toyota,12,Collision,Trivial Damage,3,6,Police,1.0,1,64,4755.36,0
CLM115066,57,M,Retired,TN,Comprehensive,42,11796.16,1000,0,Honda,13,Collision,Minor Damage,6,0,Police,0.0,1,614,7345.48,0
CLM115067,20,M,Self-Employed,DL,Comprehensive,9,18129.52,1000,1,Maruti,8,Collision,Major Damage,4,6,Police,0.0,0,263,46925.14,0
CLM115068,32,F,Self-Employed,MH,Third Party,21,12535.55,5000,1,Mahindra,8,Collision,Trivial Damage,4,0,Ambulance,1.0,1,177,6513.57,0
CLM115069,37,F,Retired,TN,Comprehensive,4,11355.19,2500,1,Tata,6,Vandalism,Major Damage,13,2,Police,1.0,1,76,37875.63,0
CLM115070,59,M,Retired,KA,Third Party,17,12598.4,1000,1,Kia,1,Fire,Minor Damage,4,6,Ambulance,0.0,1,397,41235.6,0
CLM115071,72,M,Self-Employed,KA,Own Damage,26,9169.53,2500,0,Maruti,0,Theft,Major Damage,14,5,Police,0.0,0,649,214343.69,1
CLM115072,53,M,Student,GJ,Comprehensive,26,10698.1,2500,2,Maruti,7,Natural Calamity,Trivial Damage,3,4,None,0.0,1,66,7746.51,0
CLM115073,46,M,Professional,GJ,Comprehensive,34,21515.29,1000,0,Kia,1,Collision,Minor Damage,4,1,Police,3.0,0,905,22651.45,0
CLM115074,37,M,Salaried,DL,Own Damage,62,10349.02,10000,0,Kia,15,Natural Calamity,Minor Damage,12,6,Ambulance,1.0,1,1823,8845.6,0
CLM115075,64,F,Self-Employed,MH,Third Party,48,14749.15,1000,0,Tata,0,Collision,Major Damage,8,5,None,1.0,1,1115,365259.55,0
CLM115076,24,F,Self-Employed,KA,Third Party,45,15399.21,2500,0,Kia,8,Natural Calamity,Minor Damage,4,3,None,1.0,0,407,20240.46,0
CLM115077,25,F,Retired,GJ,Comprehensive,41,22835.39,1000,3,Honda,7,Collision,Major Damage,1,3,Police,0.0,0,257,50174.1,0
CLM115078,29,M,Professional,WB,Third Party,27,13212.62,5000,0,Tata,11,Collision,Major Damage,2,5,Police,0.0,1,630,24894.97,0
CLM115079,33,M,Retired,KA,Comprehensive,22,17192.02,1000,1,Tata,11,Collision,Minor Damage,17,5,None,1.0,1,338,14114.2,0
CLM115080,44,M,Retired,KA,Comprehensive,50,22242.96,5000,1,Toyota,14,Collision,Major Damage,15,6,None,1.0,1,787,14868.56,0
CLM115081,71,M,Professional,DL,Comprehensive,42,18881.21,1000,0,Kia,2,Collision,Minor Damage,23,0,Fire,3.0,0,329,36537.71,0
CLM115082,55,M,Salaried,MH,Third Party,12,21239.61,2500,0,Hyundai,12,Theft,Trivial Damage,16,6,Police,4.0,1,40,5552.8,0
CLM115083,39,F,Student,WB,Comprehensive,36,20851.54,5000,0,Honda,14,Theft,Trivial Damage,20,4,Other,,1,298,3084.34,0
CLM115084,30,F,Retired,KA,Own Damage,27,27577.5,10000,1,Hyundai,10,Collision,Trivial Damage,20,2,Police,1.0,1,138,8133.41,0
CLM115085,54,F,Self-Employed,TN,Own Damage,32,12381.28,1000,0,Tata,15,Vandalism,Minor Damage,1,4,Police,1.0,1,722,4532.7,0
CLM115086,32,M,Salaried,TN,Comprehensive,55,28437.6,5000,0,Hyundai,13,Collision,Major Damage,18,6,Police,2.0,0,1535,36669.43,0
CLM115087,73,F,Retired,KA,Third Party,13,11310.35,1000,0,Hyundai,13,Collision,Minor Damage,8,4,Ambulance,3.0,1,60,10055.62,0
CLM115088,45,M,Student,MH,Own Damage,11,9950.61,1000,1,Mahindra,1,Collision,Major Damage,19,4,None,2.0,1,115,74256.7,0
CLM115089,49,M,Self-Employed,MH,Own Damage,29,20593.27,5000,0,Mahindra,0,Theft,Major Damage,16,1,None,0.0,0,85,196109.45,0
CLM115090,69,M,Professional,DL,Comprehensive,14,12025.52,1000,1,Hyundai,11,Collision,Major Damage,17,5,Police,0.0,0,282,27254.7,0
CLM115091,35,M,Salaried,KA,Third Party,5,14551.03,5000,0,Honda,9,Collision,Minor Damage,2,5,Police,0.0,0,33,16911.99,1
CLM115092,44,M,Professional,TN,Third Party,8,17104.59,5000,1,Toyota,0,Theft,Major Damage,19,5,Police,0.0,1,72,279657.67,1
CLM115093,48,M,Student,GJ,Comprehensive,93,12612.08,2500,0,Maruti,15,Collision,Trivial Damage,17,4,Police,2.0,0,1064,4367.64,0
CLM115094,33,M,Professional,GJ,Own Damage,25,15960.59,2500,0,Maruti,8,Vandalism,Major Damage,20,5,Police,1.0,1,444,38695.87,0
CLM115095,21,M,Student,DL,Comprehensive,36,16187.02,1000,2,Honda,3,Collision,Minor Damage,9,3,Police,0.0,1,642,31936.55,0
CLM115096,34,F,Salaried,TN,Third Party,20,10284.45,1000,0,Maruti,15,Collision,Major Damage,3,1,None,0.0,1,538,20187.47,0
CLM115097,24,M,Self-Employed,WB,Comprehensive,52,10521.53,2500,1,Tata,12,Collision,Minor Damage,19,2,Fire,1.0,0,1188,17766.51,0
CLM115098,56,M,Retired,TN,Comprehensive,2,30700.29,2500,0,Kia,10,Collision,Minor Damage,18,4,Ambulance,0.0,1,25,13160.61,0
CLM115099,18,F,Student,WB,Comprehensive,69,19699.45,2500,1,Mahindra,15,Theft,Trivial Damage,6,5,Fire,1.0,1,1645,7374.35,1
CLM115100,36,M,Student,MH,Comprehensive,25,20286.27,1000,0,Honda,2,Collision,Trivial Damage,14,1,Police,1.0,1,75,5679.45,0
CLM115101,68,F,Student,GJ,Comprehensive,14,13466.8,1000,1,Maruti,6,Collision,Trivial Damage,14,1,None,0.0,0,156,7936.91,0
CLM115102,50,M,Retired,KA,Own Damage,62,9438.3,1000,0,Hyundai,3,Vandalism,Trivial Damage,14,2,Police,0.0,1,783,5949.87,0
CLM115103,56,M,Student,KA,Comprehensive,35,16121.28,10000,3,Hyundai,10,Collision,Trivial Damage,17,0,Police,1.0,0,620,18849.76,1
CLM115104,56,F,Salaried,TN,Own Damage,22,16452.25,1000,1,Maruti,13,Collision,Major Damage,19,3,Ambulance,2.0,1,386,28459.1,0
CLM115105,35,F,Salaried,KA,Third Party,6,21047.18,1000,1,Honda,15,Natural Calamity,Major Damage,18,0,Other,0.0,0,28,18023.1,0
CLM115106,54,M,Professional,TN,Comprehensive,23,16492.01,1000,2,Maruti,8,Collision,Minor Damage,15,2,None,2.0,1,638,15037.55,0
CLM115107,30,M,Professional,TN,Third Party,27,23323.5,2500,1,Mahindra,1,Theft,Minor Damage,13,1,Ambulance,2.0,1,249,37700.36,0
CLM115108,54,F,Salaried,DL,Comprehensive,30,10297.91,1000,2,Mahindra,14,Fire,Trivial Damage,6,5,None,2.0,0,478,2486.43,0
CLM115109,56,M,Retired,DL,Comprehensive,12,10676.27,1000,1,Hyundai,0,Collision,Major Damage,2,3,Police,1.0,1,320,108860.0,0
CLM115110,67,M,Self-Employed,GJ,Own Damage,12,16301.9,2500,2,Mahindra,1,Vandalism,Trivial Damage,22,0,Police,0.0,0,58,10443.42,0
CLM115111,70,M,Self-Employed,KA,Own Damage,8,19405.4,1000,0,Tata,15,Collision,Trivial Damage,8,3,Police,2.0,0,176,6193.87,0
CLM115112,19,F,Retired,GJ,Third Party,13,13177.7,2500,0,Tata,2,Collision,Minor Damage,17,3,Police,0.0,0,141,39401.15,0
CLM115113,35,F,Retired,WB,Comprehensive,39,10245.24,5000,0,Toyota,6,Collision,Total Loss,19,2,None,0.0,1,209,213054.47,0
CLM115114,49,M,Student,KA,Comprehensive,80,17208.93,5000,0,Tata,5,Fire,Minor Damage,23,3,Police,1.0,1,2155,15045.73,0
CLM115115,36,M,Self-Employed,WB,Comprehensive,19,19654.89,1000,1,Tata,5,Collision,Trivial Damage,19,6,Other,0.0,1,252,8015.08,0
CLM115116,53,M,Student,DL,Third Party,31,24360.63,1000,0,Hyundai,1,Fire,Minor Damage,4,0,Police,1.0,1,608,27494.85,0
CLM115117,66,M,Professional,DL,Comprehensive,7,10166.86,5000,1,Honda,0,Collision,Major Damage,10,4,Ambulance,3.0,1,123,260470.61,0
CLM115118,32,M,Retired,DL,Own Damage,8,21523.05,5000,0,Maruti,4,Collision,Trivial Damage,20,0,,0.0,1,182,4327.64,0
CLM115119,68,M,Salaried,DL,Third Party,49,12426.7,2500,0,Hyundai,5,Collision,Trivial Damage,22,2,Other,0.0,1,326,8936.81,0
CLM115120,68,M,Self-Employed,GJ,Own Damage,1,22180.66,5000,1,Mahindra,10,Collision,Total Loss,12,4,Police,0.0,0,7,90687.03,0
CLM115121,70,M,Professional,TN,Comprehensive,35,37174.87,1000,2,Mahindra,8,Collision,Major Damage,12,6,Police,1.0,1,701,82115.31,0
CLM115122,22,M,Professional,DL,Comprehensive,36,15402.14,1000,0,Maruti,13,Collision,Major Damage,1,1,Other,3.0,0,116,18484.31,0
CLM115123,34,F,Retired,MH,Third Party,50,12443.19,2500,2,Toyota,0,Collision,Total Loss,20,1,None,1.0,1,1451,1089973.31,0
CLM115124,25,F,Professional,DL,Comprehensive,32,14944.13,2500,0,Honda,3,Collision,Minor Damage,1,6,None,4.0,0,124,25945.29,0
CLM115125,24,M,Salaried,DL,Comprehensive,6,18926.3,2500,0,Maruti,5,Collision,Minor Damage,1,6,None,0.0,1,64,39953.88,0
CLM115126,21,M,Student,GJ,Third Party,59,9510.95,5000,0,Maruti,6,Natural Calamity,Total Loss,10,6,Ambulance,0.0,1,1213,132217.83,0
CLM115127,43,M,Self-Employed,KA,Own Damage,15,15166.71,2500,0,Kia,6,Collision,Minor Damage,0,2,Other,0.0,0,125,13611.72,0
CLM115128,22,M,Professional,KA,Comprehensive,56,12607.33,1000,0,Hyundai,14,Collision,Trivial Damage,20,4,Fire,2.0,0,1455,7895.81,0
CLM115129,34,F,Professional,TN,Own Damage,47,10387.21,2500,2,Toyota,7,Collision,Major Damage,12,6,Police,0.0,0,342,37595.08,0
CLM115130,73,M,Retired,DL,Own Damage,31,16341.83,10000,1,Maruti,11,Natural Calamity,Trivial Damage,19,4,Police,2.0,1,120,5408.61,0
CLM115131,68,M,Student,MH,Comprehensive,48,24601.75,2500,1,Tata,1,Collision,Trivial Damage,22,5,Police,1.0,0,1118,10662.47,0
CLM115132,71,F,,GJ,Own Damage,64,12103.23,1000,0,Tata,7,Natural Calamity,Trivial Damage,20,3,Police,4.0,0,132,6784.72,0
CLM115133,20,M,Professional,MH,Third Party,35,18342.35,5000,0,Mahindra,4,Natural Calamity,Major Damage,6,0,,0.0,0,239,110332.94,0
CLM115134,55,F,Self-Employed,KA,Third Party,44,19127.13,2500,0,Maruti,14,Collision,Trivial Damage,21,5,Police,1.0,1,321,3517.29,0
CLM115135,54,M,Student,KA,Comprehensive,11,16775.16,1000,0,Toyota,7,Natural Calamity,Minor Damage,21,3,Police,1.0,1,326,12267.46,0
CLM115136,25,M,Salaried,WB,Comprehensive,41,8703.31,1000,0,Hyundai,10,Theft,Major Damage,12,4,Police,0.0,0,127,20655.86,0
CLM115137,69,M,Professional,DL,Own Damage,10,13357.95,5000,1,Tata,14,Fire,Minor Damage,18,5,Police,0.0,1,31,10398.25,0
CLM115138,41,M,Self-Employed,GJ,Own Damage,29,10741.55,10000,0,Hyundai,6,Vandalism,Minor Damage,3,6,None,1.0,0,243,14092.25,0
CLM115139,73,F,Salaried,TN,Third Party,14,23470.43,5000,2,Maruti,0,Vandalism,Trivial Damage,8,2,Other,3.0,0,331,8155.61,0
CLM115140,24,M,Professional,DL,Comprehensive,17,12166.13,1000,0,Kia,13,Vandalism,Trivial Damage,20,6,None,3.0,1,61,4945.21,0
CLM115141,55,M,Professional,DL,Own Damage,70,20454.15,2500,1,Maruti,10,Vandalism,Minor Damage,13,4,Police,2.0,1,804,6853.3,0
CLM115142,25,M,Retired,TN,Own Damage,24,13624.26,2500,0,Mahindra,4,Vandalism,Minor Damage,15,0,Other,0.0,1,633,33569.44,0
CLM115143,72,M,Salaried,DL,Own Damage,29,14591.15,1000,1,Hyundai,6,Vandalism,Trivial Damage,22,1,None,0.0,1,628,6999.44,0
CLM115144,52,M,Retired,WB,Comprehensive,43,18314.21,5000,1,Tata,15,Natural Calamity,Total Loss,6,6,Other,1.0,0,352,37363.92,0
CLM115145,22,F,Salaried,KA,Own Damage,27,10405.33,5000,0,Maruti,13,Natural Calamity,Minor Damage,3,3,,2.0,1,491,14521.28,0
CLM115146,30,F,Professional,GJ,Comprehensive,41,14791.58,5000,0,Maruti,8,Vandalism,Trivial Damage,16,2,Police,0.0,1,415,7755.42,0
CLM115147,38,F,Professional,KA,Comprehensive,44,12177.76,5000,0,Mahindra,7,Theft,Minor Damage,20,4,Police,1.0,1,1044,16578.17,0
CLM115148,18,M,Student,TN,Own Damage,16,22652.58,5000,1,Maruti,6,Fire,Minor Damage,5,3,,1.0,1,92,26542.96,0
CLM115149,18,M,Salaried,WB,Comprehensive,9,28412.61,2500,1,Hyundai,14,Theft,Minor Damage,12,4,Police,0.0,1,221,20880.9,0
CLM115150,70,F,Self-Employed,WB,Own Damage,27,22034.74,1000,0,Mahindra,10,Collision,Minor Damage,11,5,Police,2.0,0,332,39490.78,0
CLM115151,73,M,Salaried,TN,Comprehensive,17,28140.6,1000,0,Tata,4,Collision,Trivial Damage,20,3,Ambulance,0.0,1,313,14852.4,0
CLM115152,48,M,Salaried,GJ,Third Party,46,9883.3,1000,1,Mahindra,7,Fire,Minor Damage,6,4,None,0.0,1,791,12644.85,0
CLM115153,69,M,Salaried,DL,Comprehensive,17,14062.5,1000,0,Toyota,1,Collision,Minor Damage,14,0,Police,0.0,0,267,36738.38,0
CLM115154,55,M,Self-Employed,KA,Comprehensive,64,15937.63,1000,1,Honda,0,Collision,Trivial Damage,4,4,None,0.0,1,753,19052.0,1
CLM115155,19,M,Student,DL,Third Party,65,11153.45,1000,1,Tata,6,Collision,Trivial Damage,3,2,Police,0.0,0,1523,9829.95,0
CLM115156,58,M,Retired,TN,Third Party,60,20141.97,10000,1,Maruti,11,Theft,Minor Damage,4,5,Ambulance,,1,1179,25818.14,0
CLM115157,19,F,Professional,KA,Comprehensive,38,22383.39,5000,0,Honda,5,Collision,Trivial Damage,22,2,Ambulance,2.0,1,626,13239.38,0
CLM115158,64,M,Professional,KA,Comprehensive,14,18522.92,1000,0,Mahindra,1,Collision,Minor Damage,7,3,Other,0.0,0,240,26794.11,0
CLM115159,38,M,Salaried,KA,Third Party,19,12482.47,1000,1,Mahindra,3,Collision,Total Loss,23,5,,0.0,1,62,305987.63,0
CLM115160,26,M,Student,DL,Comprehensive,38,11414.01,5000,0,Hyundai,13,Collision,Minor Damage,20,3,Ambulance,0.0,1,97,12461.43,0
CLM115161,32,M,Professional,GJ,Own Damage,22,23247.89,1000,0,Honda,4,Collision,Minor Damage,3,3,Ambulance,0.0,0,51,25049.52,0
CLM115162,56,F,Self-Employed,TN,Comprehensive,21,12620.0,10000,0,Kia,4,Collision,Total Loss,4,6,Police,2.0,1,418,472349.34,0
CLM115163,66,F,Professional,WB,Third Party,62,27165.9,10000,2,Honda,8,Theft,Trivial Damage,4,3,,2.0,1,305,9152.13,0
CLM115164,50,M,Salaried,MH,Comprehensive,7,10836.13,5000,0,Maruti,14,Collision,Total Loss,17,1,Fire,2.0,0,129,51995.93,0
CLM115165,27,F,Salaried,TN,Comprehensive,40,24719.24,1000,1,Toyota,5,Collision,Minor Damage,20,3,None,3.0,0,194,24814.82,0
CLM115166,69,F,Self-Employed,DL,Third Party,36,12248.31,5000,0,Toyota,5,Vandalism,Trivial Damage,5,1,Ambulance,1.0,1,389,10271.91,0
CLM115167,63,M,Student,TN,Comprehensive,28,12353.35,1000,0,Mahindra,2,Fire,Minor Damage,3,5,Police,1.0,1,386,25509.75,0
CLM115168,41,F,Student,MH,Third Party,10,9226.23,2500,0,Toyota,7,Vandalism,Trivial Damage,21,4,Police,1.0,0,285,3633.12,0
CLM115169,49,M,Professional,MH,Comprehensive,19,10412.91,1000,1,Hyundai,14,Collision,Minor Damage,1,2,Other,0.0,1,417,11034.37,1
CLM115170,72,F,Professional,DL,Comprehensive,28,18879.65,2500,1,Toyota,9,Collision,Major Damage,1,3,Fire,1.0,1,211,68664.39,0
CLM115171,39,F,Retired,KA,Comprehensive,9,20307.71,1000,1,Tata,2,Collision,Minor Damage,4,3,Ambulance,0.0,1,101,32021.76,0
CLM115172,19,M,Professional,WB,Third Party,54,64748.84,5000,0,Mahindra,10,Vandalism,Major Damage,12,5,,1.0,0,1287,79159.07,0
CLM115173,26,M,Retired,TN,Third Party,26,19568.34,2500,0,Kia,5,Collision,Minor Damage,12,6,Other,2.0,1,503,19411.79,0
CLM115174,52,M,Student,MH,Third Party,24,21987.99,2500,0,Toyota,2,Collision,Minor Damage,13,0,Fire,0.0,1,190,26833.94,0
